Word,DocId:Occurrence
Bossa,"[(191, 2)]"
jazz,"[(191, 1)]"
noturnas,"[(191, 1)]"
emprestado,"[(191, 1)]"
gravadora,"[(191, 4)]"
lançados,"[(191, 1), (194, 1)]"
Jobim,"[(191, 1)]"
Moraes,"[(191, 1), (241, 1)]"
herdar,"[(191, 1)]"
Opportunity,"[(191, 1)]"
Leblon,"[(191, 1)]"
octogenário,"[(191, 1)]"
Music,"[(191, 1), (197, 1)]"
recuperados,"[(191, 1)]"
gloriosos,"[(191, 1)]"
Buarque,"[(191, 1)]"
completava,"[(191, 1)]"
Odeio,"[(192, 1)]"
but,"[(192, 1)]"
devastated,"[(192, 1)]"
very,"[(192, 2)]"
apologies,"[(192, 1)]"
can,"[(192, 4)]"
back,"[(192, 1)]"
sorry,"[(192, 1)]"
letting,"[(192, 1)]"
tickets,"[(192, 1)]"
adiar,"[(192, 1)]"
hard,"[(192, 1)]"
orientaram,"[(192, 1)]"
postpone,"[(192, 1)]"
soon,"[(192, 1)]"
tour,"[(192, 1)]"
hate,"[(192, 1)]"
with,"[(192, 1)]"
down,"[(192, 1)]"
gira,"[(192, 1)]"
having,"[(192, 1)]"
you,"[(192, 1)]"
especificada,"[(192, 1)]"
again,"[(192, 1)]"
working,"[(192, 1)]"
huge,"[(192, 1)]"
Jagger,"[(192, 1), (196, 8)]"
devastado,"[(192, 1)]"
trabalharei,"[(192, 1)]"
stage,"[(192, 1)]"
recupere,"[(192, 1)]"
realizariam,"[(192, 1)]"
really,"[(192, 1)]"
Canada,"[(192, 1)]"
everyone,"[(192, 1)]"
Karl,"[(193, 1), (244, 1)]"
chatice,"[(193, 1)]"
indiscutível,"[(193, 1)]"
vicissitudes,"[(193, 1)]"
Gaite,"[(193, 1)]"
corporalmente,"[(193, 1)]"
Filosofia,"[(193, 1)]"
cuidadosa,"[(193, 1)]"
cultiva,"[(193, 1)]"
dificilmente,"[(193, 1), (202, 1)]"
resumida,"[(193, 1)]"
morreria,"[(193, 1)]"
Complutense,"[(193, 1)]"
agraciado,"[(193, 1), (223, 1)]"
pipi,"[(193, 1)]"
anotava,"[(193, 1)]"
intitulou,"[(193, 1)]"
Debate,"[(193, 1)]"
Letras,"[(193, 2), (214, 2)]"
surgindo,"[(193, 1), (211, 1)]"
Ignacio,"[(193, 1)]"
narrador,"[(193, 1), (212, 2), (229, 1)]"
observações,"[(193, 1)]"
Faculdade,"[(193, 1), (239, 2)]"
leituras,"[(193, 2)]"
morava,"[(193, 2)]"
forja,"[(193, 1)]"
parâmetro,"[(193, 1)]"
cadernos,"[(193, 1)]"
literárias,"[(193, 1)]"
Filologia,"[(193, 1)]"
selecionaria,"[(193, 1)]"
tocássemos,"[(193, 1)]"
autobiográfico,"[(193, 1)]"
iluminações,"[(193, 1)]"
arrastou,"[(193, 1)]"
Mérito,"[(193, 1)]"
Semítica,"[(193, 1)]"
obcecado,"[(193, 1), (244, 2)]"
Ferlosio,"[(193, 2)]"
desfrutando,"[(193, 1), (200, 1)]"
radiografia,"[(193, 1)]"
Jardín,"[(193, 1)]"
ocorrências,"[(193, 1), (241, 4)]"
desfrutou,"[(193, 1)]"
Demetria,"[(193, 1)]"
Relembrando,"[(193, 1)]"
jesuítas,"[(193, 1)]"
Nadal,"[(193, 1)]"
hler,"[(193, 1)]"
Villafranca,"[(193, 1)]"
patina,"[(193, 2)]"
Espanholas,"[(193, 1)]"
dispersas,"[(193, 1)]"
pesetas,"[(193, 1)]"
gramática,"[(193, 1)]"
realizações,"[(193, 1)]"
permanentemente,"[(193, 1)]"
abandonaria,"[(193, 1)]"
Fernández,"[(193, 1), (249, 9)]"
Trabalhava,"[(193, 1)]"
Badajoz,"[(193, 1)]"
abandonou,"[(193, 1), (249, 1)]"
Aldecoa,"[(193, 1)]"
Mazas,"[(193, 1)]"
lúcidos,"[(193, 1)]"
Custou,"[(193, 1), (243, 1)]"
impuro,"[(193, 1)]"
Semanas,"[(193, 1)]"
Prêmio,"[(193, 2)]"
Chamorro,"[(193, 1)]"
fundamentalmente,"[(194, 1)]"
explorações,"[(194, 1)]"
Arrancados,"[(194, 1)]"
exploradores,"[(194, 1)]"
Rufino,"[(194, 1)]"
Desses,"[(194, 1)]"
batizadas,"[(194, 1)]"
XVII,"[(194, 1), (199, 1)]"
ensolarada,"[(194, 1)]"
ilhas,"[(194, 1)]"
degenerativas,"[(194, 1)]"
Navegante,"[(194, 1)]"
banto,"[(194, 1)]"
Gafaria,"[(194, 1)]"
reabriu,"[(194, 1)]"
Wasterlaina,"[(194, 1)]"
enterro,"[(194, 1), (226, 1)]"
indeterminado,"[(194, 1)]"
enterradas,"[(194, 1)]"
colocados,"[(194, 1), (196, 1), (197, 1), (249, 1)]"
escravos,"[(194, 3)]"
ósseas,"[(194, 1)]"
caravelas,"[(194, 1)]"
curtas,"[(194, 1), (198, 2)]"
refletem,"[(194, 1)]"
subsaariana,"[(194, 1)]"
traumatismos,"[(194, 1)]"
desumanas,"[(194, 1)]"
estacionamento,"[(194, 1), (238, 2)]"
osteoporose,"[(194, 1)]"
vislumbraram,"[(194, 1)]"
escravizadas,"[(194, 1), (249, 1)]"
Gerda,"[(194, 1)]"
esmalte,"[(194, 1)]"
Dryas,"[(194, 1)]"
Algarve,"[(194, 1)]"
subterrâneo,"[(194, 1)]"
nutricionais,"[(194, 1)]"
Lagos,"[(194, 4)]"
dentições,"[(194, 1)]"
muralhas,"[(194, 1)]"
detectadas,"[(194, 1)]"
escavadoras,"[(194, 1)]"
cranial,"[(194, 1)]"
mares,"[(194, 1)]"
traziam,"[(194, 1)]"
sulcavam,"[(194, 1)]"
bocarras,"[(194, 1)]"
cordas,"[(194, 1), (222, 1)]"
LTDA,"[(194, 1)]"
Archaeological,"[(194, 1)]"
brotar,"[(194, 1), (238, 1)]"
Coimbra,"[(194, 1)]"
bazar,"[(194, 1)]"
analisaram,"[(194, 1)]"
carregados,"[(194, 1)]"
Navegaa,"[(194, 1)]"
Henkel,"[(194, 1)]"
Antropologia,"[(194, 1)]"
retornaram,"[(194, 1)]"
Sofia,"[(194, 1)]"
naus,"[(194, 1)]"
plácida,"[(194, 1)]"
ossadas,"[(194, 1)]"
Coelhoa,"[(194, 1)]"
escravizados,"[(194, 2)]"
infernos,"[(194, 1)]"
Arqueologia,"[(194, 1)]"
Grammy,"[(195, 1)]"
Peguei,"[(195, 1)]"
Guardei,"[(195, 1)]"
revertida,"[(195, 1), (229, 1)]"
aflição,"[(195, 1)]"
beijo,"[(195, 2)]"
janelas,"[(195, 1), (204, 1)]"
Perdi,"[(195, 1)]"
acordes,"[(195, 1)]"
agitada,"[(195, 1)]"
anedonia,"[(195, 2)]"
emocionado,"[(195, 1)]"
histérica,"[(195, 1)]"
serotonina,"[(195, 1)]"
abstinência,"[(195, 1)]"
soarem,"[(195, 1)]"
AGS,"[(195, 1)]"
Hurtado,"[(195, 1)]"
clínica,"[(195, 1), (197, 3), (243, 1)]"
Dizia,"[(195, 2)]"
Evitar,"[(195, 1)]"
Belle,"[(195, 1)]"
despedi,"[(195, 1)]"
beatle,"[(195, 1)]"
Collins,"[(195, 1)]"
vivi,"[(195, 1), (208, 1)]"
amadurecer,"[(195, 1)]"
editada,"[(195, 1)]"
guitarra,"[(195, 1)]"
vocal,"[(195, 1)]"
separaram,"[(195, 1)]"
dopamina,"[(195, 1)]"
Sophie,"[(195, 1)]"
Lisa,"[(195, 2), (198, 2)]"
Sardi,"[(195, 1)]"
sóbrio,"[(195, 1), (196, 1)]"
Julie,"[(195, 1)]"
McEnery,"[(195, 1)]"
irreais,"[(195, 1)]"
melodias,"[(195, 1)]"
Corri,"[(195, 1)]"
Surrey,"[(195, 1)]"
curtiram,"[(195, 1)]"
apressasse,"[(195, 1)]"
saí,"[(195, 2)]"
retirado,"[(195, 2)]"
IML,"[(195, 1)]"
Psicólogos,"[(195, 1)]"
hospedavam,"[(195, 1)]"
ligou,"[(195, 1), (225, 1)]"
Harrison,"[(195, 1)]"
beneficentes,"[(195, 1)]"
beber,"[(195, 2)]"
alcoólatra,"[(195, 1)]"
toquei,"[(195, 1)]"
Lory,"[(195, 17)]"
zelador,"[(195, 5)]"
gravá,"[(195, 1)]"
Sewards,"[(195, 3)]"
Devo,"[(195, 1)]"
fatídica,"[(195, 1)]"
documentárioNa,"[(195, 1)]"
fatal,"[(195, 1)]"
apaixonou,"[(195, 1)]"
desmaiei,"[(195, 1)]"
arrecadar,"[(195, 1)]"
Boyd,"[(195, 2)]"
Gritei,"[(195, 1)]"
Escrevi,"[(195, 1)]"
Conor,"[(195, 30)]"
gravada,"[(195, 1), (197, 2)]"
Patti,"[(195, 3)]"
recaída,"[(195, 1)]"
ocasionar,"[(195, 1)]"
sobriedade,"[(195, 1)]"
Clapton,"[(195, 18)]"
Caiu,"[(195, 1)]"
comove,"[(195, 1)]"
dolorosa,"[(195, 1)]"
dediquei,"[(195, 1)]"
combinado,"[(195, 1)]"
deixei,"[(195, 1)]"
recordá,"[(195, 1)]"
maravilhoso,"[(195, 1), (198, 1)]"
dedicada,"[(195, 1)]"
músicos,"[(195, 1)]"
condolências,"[(195, 2)]"
ambulância,"[(195, 1)]"
pertenço,"[(195, 1)]"
assolou,"[(195, 1)]"
extrapolou,"[(195, 1)]"
babá,"[(195, 4)]"
Pattie,"[(195, 2)]"
introspectiva,"[(195, 1)]"
Devin,"[(195, 1)]"
Melia,"[(195, 2)]"
saberia,"[(195, 1)]"
Ella,"[(195, 1)]"
engravidou,"[(195, 1)]"
minaram,"[(195, 1)]"
casado,"[(195, 2), (249, 1)]"
Loren,"[(195, 4)]"
fígado,"[(196, 1)]"
intensificado,"[(196, 1)]"
triatlos,"[(196, 1)]"
balé,"[(196, 1)]"
cumprirem,"[(196, 1)]"
Mick,"[(196, 2)]"
rebentos,"[(196, 1)]"
castelos,"[(196, 1)]"
vitaminas,"[(196, 1)]"
uniam,"[(196, 1)]"
usava,"[(196, 1), (201, 1), (216, 2), (230, 3)]"
Exato,"[(196, 1)]"
transmitia,"[(196, 1)]"
Tocar,"[(196, 1)]"
render,"[(196, 1)]"
cardíaco,"[(196, 1)]"
Dale,"[(196, 1)]"
confirmava,"[(196, 1)]"
cirúrgica,"[(196, 1)]"
exemplifica,"[(196, 1)]"
engendrando,"[(196, 1)]"
velas,"[(196, 1), (238, 1)]"
marcava,"[(196, 1)]"
Torje,"[(196, 2)]"
ouviremos,"[(196, 1)]"
namorada,"[(196, 1), (198, 1), (217, 1), (243, 1)]"
saudáveis,"[(196, 1), (243, 1)]"
fisioterapeuta,"[(196, 1), (242, 1)]"
septuagenário,"[(196, 1)]"
calçada,"[(196, 1), (230, 1)]"
sebosa,"[(196, 1)]"
punha,"[(196, 1)]"
Wren,"[(196, 1)]"
ciclismo,"[(196, 1)]"
Percorre,"[(196, 1)]"
guitarrista,"[(196, 1)]"
coqueiro,"[(196, 1)]"
relaxando,"[(196, 1)]"
bacalhau,"[(196, 1)]"
ioga,"[(196, 1)]"
retirassem,"[(196, 1)]"
sucos,"[(196, 1)]"
laringite,"[(196, 1)]"
estacionasse,"[(196, 1)]"
arquétipos,"[(196, 1)]"
comprometido,"[(196, 1), (216, 1)]"
Richards,"[(196, 2)]"
olímpicos,"[(196, 1)]"
planejavam,"[(196, 1)]"
cardiovascular,"[(196, 1)]"
soprar,"[(196, 1)]"
Treina,"[(196, 1)]"
irrupção,"[(196, 1)]"
mencionado,"[(196, 1), (204, 1), (229, 1)]"
vocalista,"[(196, 2)]"
fortalecimento,"[(196, 1), (210, 1), (222, 1)]"
gêmeas,"[(196, 1)]"
observava,"[(196, 1)]"
treino,"[(196, 1)]"
kickboxing,"[(196, 1)]"
suplementos,"[(196, 1)]"
tomava,"[(196, 1)]"
Eike,"[(196, 2)]"
confirmando,"[(196, 1)]"
ginseng,"[(196, 1)]"
Skjerseth,"[(196, 2)]"
Melanie,"[(196, 1)]"
resistir,"[(196, 1)]"
vibração,"[(196, 1)]"
Hamrick,"[(196, 1)]"
colocamos,"[(196, 1)]"
enterrada,"[(196, 1)]"
Iggy,"[(196, 1)]"
complementados,"[(196, 1)]"
Georgia,"[(196, 1)]"
gostem,"[(197, 1)]"
pula,"[(197, 2)]"
vendedor,"[(197, 1)]"
grossas,"[(197, 1)]"
beneficiou,"[(197, 1)]"
sexy,"[(197, 2)]"
Diversity,"[(197, 1)]"
quadris,"[(197, 1)]"
dentário,"[(197, 1)]"
ária,"[(197, 8)]"
dignos,"[(197, 1)]"
Boyle,"[(197, 32)]"
gurus,"[(197, 1)]"
divulgando,"[(197, 1)]"
observaram,"[(197, 1)]"
Rompeu,"[(197, 1)]"
residindo,"[(197, 1)]"
dançarinos,"[(197, 1)]"
beijado,"[(197, 1)]"
intervir,"[(197, 1), (203, 1)]"
enterneceu,"[(197, 1)]"
discográfica,"[(197, 1)]"
adicionados,"[(197, 1)]"
gorducho,"[(197, 1)]"
Somados,"[(197, 1)]"
ficasse,"[(197, 1)]"
epítome,"[(197, 1)]"
sobrancelhas,"[(197, 2), (198, 1), (243, 1)]"
Ordem,"[(197, 1), (223, 1), (238, 1)]"
acalmá,"[(197, 1)]"
ermitã,"[(197, 1)]"
necessitado,"[(197, 1)]"
Mexe,"[(197, 1)]"
planetária,"[(197, 1)]"
apaixonássemos,"[(197, 1)]"
anexou,"[(197, 1)]"
Paige,"[(197, 3)]"
alastrou,"[(197, 1)]"
socializa,"[(197, 1)]"
aplaudir,"[(197, 1)]"
Thames,"[(197, 2)]"
protocolosOs,"[(197, 1)]"
entrevistada,"[(197, 1)]"
vilões,"[(197, 1), (204, 1)]"
Oficial,"[(197, 1), (207, 3)]"
galinha,"[(197, 1)]"
Glasgow,"[(197, 1)]"
Hilton,"[(197, 1)]"
morando,"[(197, 1)]"
Abriu,"[(197, 1)]"
cínica,"[(197, 1)]"
cabeleireira,"[(197, 2)]"
plateia,"[(197, 2), (213, 1)]"
votam,"[(197, 1)]"
condecorada,"[(197, 1)]"
blogueiro,"[(197, 1)]"
Puccini,"[(197, 1)]"
rentabilizados,"[(197, 1)]"
beijaram,"[(197, 1)]"
Daquela,"[(197, 1)]"
Apoia,"[(197, 1)]"
Elaine,"[(197, 3)]"
psicológico,"[(197, 1), (239, 3)]"
prejulgá,"[(197, 1)]"
incidentes,"[(197, 1)]"
hospitalizada,"[(197, 1)]"
Springfield,"[(197, 1)]"
chegava,"[(197, 1), (216, 1), (249, 1)]"
ITV,"[(197, 1)]"
segundos,"[(197, 1)]"
melódicas,"[(197, 1)]"
tranquilizava,"[(197, 1)]"
pária,"[(197, 1)]"
acostumar,"[(197, 1)]"
sérios,"[(197, 1)]"
reage,"[(197, 1), (240, 1)]"
apresentações,"[(197, 1)]"
aplaudiu,"[(197, 1)]"
desconcertou,"[(197, 1)]"
refletidos,"[(197, 1)]"
psicológica,"[(197, 1), (217, 1)]"
Auditorium,"[(197, 1)]"
avaliada,"[(197, 2)]"
compartilharam,"[(197, 1)]"
visualizações,"[(197, 1)]"
careta,"[(197, 1)]"
Clyde,"[(197, 1)]"
Assistiram,"[(197, 1)]"
solteirona,"[(197, 1)]"
começasse,"[(197, 1)]"
Dusty,"[(197, 1)]"
pegando,"[(197, 2)]"
vaiar,"[(197, 1)]"
embaraçado,"[(197, 1)]"
Talkback,"[(197, 2)]"
lastimáveis,"[(197, 1)]"
ovos,"[(197, 1)]"
doa,"[(197, 1)]"
falecidos,"[(197, 1), (249, 1)]"
madrinha,"[(197, 1)]"
onipresente,"[(197, 1)]"
Lulu,"[(197, 1)]"
acostumada,"[(197, 1)]"
Sandie,"[(197, 1)]"
sobrinhos,"[(197, 1)]"
lançada,"[(197, 2), (245, 1)]"
olham,"[(197, 1)]"
Petula,"[(197, 1)]"
Byrne,"[(197, 2)]"
telefones,"[(197, 1)]"
solitária,"[(197, 2)]"
Literalmente,"[(197, 1)]"
lucrativa,"[(197, 1)]"
Shaw,"[(197, 1)]"
Blackburn,"[(197, 2)]"
gato,"[(197, 5)]"
Vendeu,"[(197, 1)]"
vendido,"[(197, 2), (215, 1)]"
constrangidas,"[(197, 1)]"
franze,"[(197, 1), (223, 1)]"
estratosférica,"[(197, 2)]"
turba,"[(197, 1)]"
classificado,"[(197, 1)]"
boquiaberto,"[(197, 1)]"
Shin,"[(197, 1)]"
comunhão,"[(197, 1)]"
vencedora,"[(197, 1), (219, 3)]"
desaprovação,"[(197, 2)]"
imaculada,"[(197, 1)]"
encenação,"[(197, 2)]"
transmitidos,"[(197, 1)]"
trejeitos,"[(197, 1)]"
desempregada,"[(197, 1)]"
reaparecerá,"[(197, 1)]"
cedeu,"[(197, 1)]"
vencido,"[(197, 1)]"
celulares,"[(197, 1)]"
internada,"[(197, 1)]"
brevíssimo,"[(197, 1)]"
escolhiam,"[(197, 1)]"
pisca,"[(197, 1)]"
luxuosa,"[(197, 1)]"
diamante,"[(197, 1)]"
sobrinhas,"[(197, 1)]"
nibus,"[(197, 2), (222, 1)]"
espantado,"[(197, 1)]"
canonicamente,"[(197, 1)]"
Cowell,"[(197, 4)]"
Potts,"[(197, 1)]"
nibusFoi,"[(197, 1)]"
triunfou,"[(197, 1)]"
Priority,"[(197, 1)]"
Lim,"[(197, 1)]"
desgosto,"[(197, 1), (204, 1)]"
revanche,"[(197, 1)]"
silêncios,"[(197, 1)]"
compravam,"[(197, 1)]"
guinada,"[(197, 1), (204, 1)]"
cantou,"[(197, 2)]"
midiática,"[(197, 2), (208, 1), (211, 1)]"
grisalho,"[(197, 1)]"
isca,"[(197, 2)]"
Jennifer,"[(197, 2)]"
Browning,"[(198, 1)]"
mestres,"[(198, 1)]"
leia,"[(198, 1), (208, 1)]"
padroeiro,"[(198, 1)]"
incompreendida,"[(198, 1)]"
filmasse,"[(198, 1)]"
Salisbury,"[(198, 1)]"
Baseado,"[(198, 1)]"
coroam,"[(198, 1)]"
autoral,"[(198, 1)]"
análoga,"[(198, 1)]"
agradável,"[(198, 1)]"
divertimento,"[(198, 1)]"
Men,"[(198, 1)]"
parodiando,"[(198, 1)]"
coraçãozinho,"[(198, 1)]"
Nicholson,"[(198, 2)]"
animador,"[(198, 1)]"
compreende,"[(198, 1)]"
Bela,"[(198, 1)]"
divorciando,"[(198, 1)]"
constatação,"[(198, 2)]"
arqueamento,"[(198, 1)]"
Baron,"[(198, 1)]"
Adams,"[(198, 1)]"
rebeldia,"[(198, 1)]"
melancolia,"[(198, 1)]"
porcaria,"[(198, 1)]"
símia,"[(198, 1)]"
Furst,"[(198, 1)]"
caóticas,"[(198, 1)]"
Alan,"[(198, 1), (212, 1)]"
refugiou,"[(198, 1)]"
Tesoura,"[(198, 1)]"
transa,"[(198, 1)]"
Anton,"[(198, 1)]"
filmografia,"[(198, 3)]"
punk,"[(198, 1)]"
Johnny,"[(198, 4)]"
Franklin,"[(198, 1)]"
Margaret,"[(198, 1)]"
amável,"[(198, 1)]"
televisiva,"[(198, 1)]"
compondo,"[(198, 1)]"
Ronald,"[(198, 1)]"
intrometidas,"[(198, 1)]"
maldade,"[(198, 1)]"
bonitão,"[(198, 1)]"
Gato,"[(198, 1)]"
macabro,"[(198, 1)]"
Bierce,"[(198, 1)]"
mesquinharia,"[(198, 1)]"
digerível,"[(198, 1)]"
Genial,"[(198, 1)]"
coreografias,"[(198, 1)]"
Ransom,"[(198, 1)]"
filmando,"[(198, 1)]"
vinil,"[(198, 1)]"
simboliza,"[(198, 1)]"
Wee,"[(198, 3)]"
mechas,"[(198, 1)]"
Pee,"[(198, 3)]"
Schaffner,"[(198, 1)]"
piorada,"[(198, 1)]"
romântica,"[(198, 1)]"
inchou,"[(198, 1)]"
naipes,"[(198, 1)]"
kitsch,"[(198, 1)]"
Dean,"[(198, 1)]"
Burbank,"[(198, 1)]"
mia,"[(198, 2)]"
Riggs,"[(198, 1)]"
moldou,"[(198, 1)]"
Hipnótico,"[(198, 1)]"
intermediários,"[(198, 1)]"
desenvolvidíssimos,"[(198, 1)]"
marcianos,"[(198, 1)]"
pretos,"[(198, 1)]"
cultuada,"[(198, 1)]"
afetação,"[(198, 1)]"
finalizá,"[(198, 1)]"
garotas,"[(198, 1)]"
apetitoso,"[(198, 1)]"
remakes,"[(198, 2)]"
nadadora,"[(198, 1)]"
Keane,"[(198, 2)]"
pintora,"[(198, 1), (201, 3), (249, 1)]"
ode,"[(198, 6)]"
Rickman,"[(198, 1)]"
Levou,"[(198, 1), (230, 1)]"
Carroll,"[(198, 1)]"
patrão,"[(198, 1), (207, 2), (210, 1)]"
tristonho,"[(198, 1)]"
Cavaleiro,"[(198, 1)]"
patriotada,"[(198, 1)]"
contadas,"[(198, 1)]"
ciumento,"[(198, 1)]"
unirmos,"[(198, 1)]"
devolvem,"[(198, 1)]"
Compreensível,"[(198, 1)]"
inesquecível,"[(198, 1)]"
estereotipada,"[(198, 1)]"
rapazinho,"[(198, 1)]"
Champs,"[(198, 1)]"
transbordam,"[(198, 1)]"
Swift,"[(198, 1)]"
hipersensível,"[(198, 1)]"
Selick,"[(198, 1)]"
intertemporais,"[(198, 1)]"
quadrimensional,"[(198, 1)]"
fábula,"[(198, 1)]"
Halloween,"[(198, 1)]"
insalubre,"[(198, 1)]"
filmava,"[(198, 1)]"
Dahl,"[(198, 1)]"
Sondheim,"[(198, 1)]"
apodrecida,"[(198, 1)]"
obceca,"[(198, 1)]"
reinterpretar,"[(198, 1)]"
Wahlberg,"[(198, 1)]"
sucedida,"[(198, 1)]"
defunto,"[(198, 1)]"
sadomasoquista,"[(198, 1)]"
Herman,"[(198, 1)]"
fotogramas,"[(198, 1)]"
Batman,"[(198, 1)]"
criativas,"[(198, 1)]"
luminoso,"[(198, 1)]"
Morcego,"[(198, 1)]"
danças,"[(198, 1)]"
Chlo,"[(198, 1)]"
Elfman,"[(198, 2)]"
lápis,"[(198, 1)]"
despeja,"[(198, 1)]"
Roland,"[(198, 1)]"
conspira,"[(198, 1)]"
Berkeley,"[(198, 1)]"
misógina,"[(198, 1)]"
motoqueiros,"[(198, 1)]"
Svankmajer,"[(198, 1)]"
Pirelli,"[(198, 1)]"
insensato,"[(198, 1)]"
gatinha,"[(198, 1)]"
Trevas,"[(198, 2)]"
ilustram,"[(198, 1)]"
Reubens,"[(198, 3)]"
adapta,"[(198, 4)]"
Depp,"[(198, 5)]"
Precioso,"[(198, 1)]"
Sacha,"[(198, 1)]"
ressentimento,"[(198, 1)]"
Mel,"[(198, 1)]"
Curtis,"[(198, 1)]"
amargas,"[(198, 1)]"
reencontre,"[(198, 1)]"
Johnston,"[(198, 1)]"
estranhar,"[(198, 1)]"
calçando,"[(198, 1)]"
espartilhadas,"[(198, 1)]"
morre,"[(198, 1), (249, 7)]"
donzelas,"[(198, 1)]"
peluda,"[(198, 1)]"
Emmerich,"[(198, 1)]"
enfronhada,"[(198, 1)]"
insuportáveis,"[(198, 1)]"
Gorey,"[(198, 1)]"
Bonham,"[(198, 5)]"
respiram,"[(198, 1)]"
fede,"[(198, 1)]"
Todd,"[(198, 1)]"
descobrirá,"[(198, 1)]"
excêntrico,"[(198, 1)]"
Warner,"[(198, 1)]"
brincadeiras,"[(198, 1)]"
funcionou,"[(198, 1), (240, 1)]"
Lugosi,"[(198, 1)]"
Eternamente,"[(198, 1)]"
Doze,"[(198, 1)]"
roubada,"[(198, 1)]"
esmaecida,"[(198, 1)]"
gótico,"[(198, 1)]"
pirralhos,"[(198, 1)]"
amantes,"[(198, 1)]"
Irving,"[(198, 1)]"
Carter,"[(198, 5)]"
grotesca,"[(198, 1)]"
Lincoln,"[(198, 1)]"
desbocada,"[(198, 1)]"
Moretz,"[(198, 1)]"
macabras,"[(198, 1)]"
Pfeiffer,"[(198, 1)]"
MoMA,"[(198, 1)]"
Ambrose,"[(198, 1)]"
namorado,"[(198, 1), (242, 1)]"
Príncipe,"[(198, 1)]"
adoramos,"[(198, 1)]"
Ataca,"[(198, 1)]"
substituindo,"[(198, 1)]"
chegavam,"[(198, 1)]"
Mãos,"[(198, 1)]"
Lewis,"[(198, 1)]"
Stephen,"[(198, 2)]"
fascinado,"[(198, 1)]"
doces,"[(198, 1)]"
orelhudo,"[(198, 1)]"
paternidade,"[(198, 1)]"
Vincent,"[(198, 2)]"
Busy,"[(198, 1)]"
descarada,"[(198, 1)]"
Coringa,"[(198, 1)]"
recomendável,"[(198, 1)]"
cão,"[(198, 1)]"
gótica,"[(198, 2)]"
associados,"[(199, 1)]"
Tentamos,"[(199, 1)]"
Gades,"[(199, 8)]"
Lope,"[(199, 1)]"
acolhido,"[(199, 1)]"
minimalista,"[(199, 2)]"
interiorana,"[(199, 1)]"
Eiriz,"[(199, 3)]"
entendida,"[(199, 1)]"
Cia,"[(199, 1)]"
flamenco,"[(199, 2)]"
bailarinas,"[(199, 1)]"
Livres,"[(199, 1)]"
Mussorgsky,"[(199, 1)]"
complementa,"[(199, 1)]"
cartões,"[(199, 1)]"
cenografia,"[(199, 1)]"
viúva,"[(199, 2), (249, 7)]"
transgressor,"[(199, 1)]"
acentuada,"[(199, 1)]"
montagens,"[(199, 1)]"
gregorianos,"[(199, 1)]"
bailarinos,"[(199, 1)]"
desfruta,"[(199, 1)]"
Eugenia,"[(199, 1)]"
coreógrafo,"[(199, 3)]"
pintada,"[(199, 1)]"
Stella,"[(199, 2)]"
Arauzo,"[(199, 4)]"
inspiradas,"[(199, 1)]"
comendador,"[(199, 1)]"
espalhafatoso,"[(199, 1)]"
Vega,"[(199, 1)]"
rebelam,"[(199, 1)]"
cansadas,"[(199, 1)]"
transportando,"[(199, 1)]"
Bizet,"[(199, 1)]"
Emoção,"[(199, 1)]"
misturou,"[(199, 1)]"
figurino,"[(199, 1)]"
reproduzem,"[(199, 1)]"
espetáculos,"[(199, 3)]"
respeitando,"[(199, 1)]"
Quinze,"[(199, 1)]"
enérgico,"[(199, 1)]"
dramaticidade,"[(199, 1)]"
barrocas,"[(199, 1)]"
folclore,"[(199, 1)]"
Arranjos,"[(199, 1)]"
Tailândia,"[(200, 1), (218, 1)]"
contará,"[(200, 1)]"
Lorente,"[(200, 1)]"
Professor,"[(200, 1), (210, 1)]"
Hovik,"[(200, 1)]"
Keuchkerian,"[(200, 1)]"
capítulos,"[(200, 1), (204, 2)]"
paradisíaco,"[(200, 1)]"
Alonso,"[(200, 1)]"
Antena,"[(200, 1)]"
Najwa,"[(200, 1)]"
descanso,"[(200, 1), (245, 1)]"
Alva,"[(200, 1)]"
Denver,"[(200, 1)]"
Serna,"[(200, 1)]"
Nimri,"[(200, 1)]"
Herran,"[(200, 1)]"
Corberó,"[(200, 1)]"
ladrões,"[(200, 1)]"
Nairobi,"[(200, 1)]"
Cayo,"[(200, 1)]"
comprada,"[(201, 1)]"
percorre,"[(201, 1)]"
prismas,"[(201, 1)]"
psiquiatra,"[(201, 1)]"
Osório,"[(201, 1)]"
dilatado,"[(201, 1)]"
Leningrado,"[(201, 1)]"
lago,"[(201, 1)]"
Tarsilinha,"[(201, 2)]"
primitiva,"[(201, 1)]"
empobrecida,"[(201, 1)]"
Depressão,"[(201, 1)]"
abrangentes,"[(201, 1)]"
pescador,"[(201, 1)]"
exploravam,"[(201, 1)]"
casinhas,"[(201, 1)]"
açafrão,"[(201, 1)]"
sobrinha,"[(201, 2)]"
neta,"[(201, 2)]"
mostrá,"[(201, 1)]"
Amaral,"[(201, 2), (215, 1), (222, 3)]"
flora,"[(201, 1)]"
Pedrosa,"[(201, 1)]"
exuberância,"[(201, 1)]"
Tarsila,"[(201, 5)]"
antropofágica,"[(201, 1)]"
utilizamos,"[(201, 1)]"
diminuta,"[(201, 1)]"
subversivas,"[(201, 1)]"
casebres,"[(201, 1)]"
Favela,"[(201, 1)]"
favorecidas,"[(201, 1)]"
acentuadamente,"[(201, 1)]"
