Word,DocId:Occurrence
suspeitou,"[(6, 1)]"
fale,"[(6, 2)]"
camponeses,"[(6, 2), (16, 2), (93, 2), (199, 1)]"
Luiz,"[(6, 1), (7, 1), (26, 1), (47, 2), (115, 1), (149, 1), (165, 1), (215, 2), (224, 2), (227, 1), (234, 1), (236, 1)]"
estão,"[(6, 1), (7, 3), (8, 1), (12, 1), (14, 1), (15, 2), (17, 1), (19, 1), (20, 1), (21, 3), (22, 2), (23, 1), (24, 2), (30, 2), (32, 1), (34, 2), (35, 1), (36, 1), (39, 1), (41, 2), (44, 1), (45, 2), (54, 2), (58, 1), (59, 1), (60, 3), (61, 3), (64, 1), (65, 3), (68, 1), (69, 5), (70, 6), (76, 2), (82, 3), (83, 1), (84, 4), (86, 3), (87, 1), (89, 3), (90, 1), (92, 1), (94, 1), (99, 1), (102, 2), (108, 4), (109, 4), (115, 7), (118, 4), (122, 1), (123, 2), (124, 1), (125, 4), (127, 1), (129, 1), (130, 2), (133, 6), (137, 2), (138, 5), (140, 1), (141, 2), (143, 2), (148, 3), (150, 1), (154, 2), (160, 2), (161, 1), (166, 6), (170, 1), (179, 2), (180, 1), (181, 1), (185, 2), (188, 4), (190, 1), (198, 2), (199, 1), (201, 1), (203, 1), (205, 3), (207, 1), (208, 6), (211, 6), (213, 3), (214, 1), (215, 3), (216, 4), (217, 6), (218, 1), (220, 2), (221, 17), (222, 1), (224, 1), (230, 2), (232, 1), (235, 3), (236, 4), (238, 1), (239, 8), (241, 2), (242, 4), (247, 1), (248, 9), (249, 1)]"
documento,"[(6, 5), (65, 2), (76, 1), (124, 1), (125, 1), (138, 1), (162, 2)]"
brincar,"[(6, 1), (45, 1), (214, 1), (215, 1), (217, 1), (225, 1), (230, 2)]"
certidão,"[(6, 2)]"
irmão,"[(6, 3), (13, 1), (42, 1), (73, 1), (83, 1), (105, 1), (114, 3), (177, 2), (197, 2), (226, 1), (243, 1), (244, 6)]"
invisível,"[(6, 1), (107, 1)]"
sentia,"[(6, 1), (107, 1), (109, 1), (184, 1), (195, 1), (198, 1)]"
forjado,"[(6, 1), (107, 1)]"
sendo,"[(6, 1), (15, 1), (25, 2), (28, 1), (29, 1), (30, 1), (37, 2), (40, 1), (47, 1), (61, 2), (63, 3), (79, 1), (86, 1), (91, 1), (96, 1), (100, 1), (103, 4), (104, 1), (107, 1), (108, 2), (112, 1), (132, 1), (133, 1), (143, 2), (147, 1), (151, 2), (156, 1), (164, 2), (165, 1), (166, 2), (171, 1), (175, 1), (178, 1), (180, 1), (185, 2), (195, 1), (197, 3), (201, 1), (202, 2), (203, 2), (205, 2), (206, 2), (207, 2), (211, 3), (217, 1), (220, 1), (221, 7), (222, 2), (230, 2), (236, 1), (238, 1), (242, 1), (248, 4), (249, 4)]"
Conta,"[(6, 1), (34, 1), (65, 1), (108, 1), (133, 1)]"
contatados,"[(6, 1)]"
pessoal,"[(6, 1), (13, 1), (19, 2), (31, 2), (52, 1), (60, 3), (64, 1), (66, 1), (96, 1), (108, 1), (131, 1), (154, 1), (167, 1), (175, 1), (180, 1), (181, 1), (184, 1), (189, 3), (195, 1), (197, 2), (211, 1), (217, 11), (223, 2), (237, 1), (247, 2)]"
registrado,"[(6, 1), (34, 1), (127, 1)]"
ligando,"[(6, 1)]"
adolescentes,"[(6, 1), (76, 2), (94, 1), (118, 1), (150, 1), (214, 2), (239, 1), (242, 4)]"
Informações,"[(6, 1), (226, 1)]"
quiseram,"[(6, 1), (129, 1), (181, 1), (213, 1), (225, 1)]"
capítulo,"[(6, 1), (30, 1), (175, 1), (209, 1), (215, 1)]"
quartel,"[(6, 1), (99, 1), (135, 1)]"
investigativo,"[(6, 1)]"
cinco,"[(6, 1), (10, 1), (16, 1), (23, 1), (45, 1), (51, 1), (57, 2), (65, 1), (67, 1), (69, 2), (74, 1), (76, 1), (86, 4), (96, 1), (99, 3), (103, 1), (108, 1), (109, 1), (119, 1), (124, 2), (130, 1), (136, 1), (137, 4), (138, 1), (139, 1), (141, 1), (143, 2), (151, 1), (154, 1), (158, 1), (162, 1), (164, 1), (170, 1), (174, 1), (182, 1), (183, 1), (195, 1), (196, 1), (197, 2), (202, 1), (204, 1), (206, 1), (207, 1), (217, 2), (222, 1), (224, 1), (233, 1), (235, 1), (242, 1), (243, 1), (249, 6)]"
marcada,"[(6, 1), (62, 1), (84, 1), (124, 1), (201, 1), (212, 2), (246, 1)]"
exatamente,"[(6, 1), (18, 1), (23, 1), (45, 1), (59, 1), (63, 1), (69, 1), (82, 1), (89, 1), (121, 1), (166, 1), (189, 1), (208, 1), (211, 3)]"
minhas,"[(6, 2), (122, 1), (145, 1), (228, 2)]"
avó,"[(6, 1), (34, 1), (195, 1), (249, 1)]"
jovem,"[(6, 3), (31, 1), (45, 2), (46, 1), (55, 6), (65, 1), (71, 1), (80, 2), (94, 2), (103, 1), (107, 1), (110, 1), (122, 1), (140, 1), (148, 1), (152, 1), (154, 4), (158, 1), (160, 1), (181, 1), (182, 1), (183, 3), (184, 1), (189, 1), (193, 1), (196, 1), (198, 1), (214, 4), (216, 1), (222, 1), (238, 1), (239, 1), (242, 1), (249, 4)]"
Tornou,"[(6, 1), (9, 1), (23, 1), (212, 1), (235, 1)]"
essas,"[(6, 2), (7, 3), (24, 2), (30, 2), (31, 2), (34, 1), (36, 2), (37, 2), (64, 2), (69, 1), (80, 1), (86, 5), (87, 2), (90, 1), (95, 1), (102, 1), (108, 2), (122, 2), (124, 1), (125, 4), (129, 3), (139, 1), (142, 1), (143, 1), (147, 7), (148, 2), (151, 1), (152, 2), (158, 2), (161, 1), (162, 3), (163, 1), (166, 1), (167, 3), (175, 1), (179, 1), (181, 1), (184, 1), (188, 3), (190, 1), (211, 11), (213, 1), (221, 1), (230, 1), (240, 2), (241, 1), (248, 9)]"
Aquelas,"[(6, 1)]"
dizia,"[(6, 1), (13, 2), (14, 1), (31, 2), (36, 1), (56, 1), (58, 2), (63, 4), (102, 1), (109, 1), (112, 1), (135, 1), (147, 1), (159, 1), (160, 1), (162, 2), (187, 3), (189, 1), (195, 1), (230, 1), (235, 1), (248, 1)]"
maternidade,"[(6, 1), (59, 1), (161, 1), (183, 2)]"
quero,"[(6, 2), (14, 2), (25, 1), (45, 1), (49, 1), (63, 1), (69, 2), (93, 2), (99, 1), (102, 1), (122, 1), (160, 1), (195, 2), (216, 1), (222, 1), (230, 1), (235, 1), (239, 1), (249, 2)]"
viajei,"[(6, 1)]"
acerca,"[(6, 1), (173, 2)]"
Odyr,"[(6, 2)]"
Urinei,"[(6, 1)]"
Wilson,"[(6, 1), (151, 1), (158, 1)]"
encontradas,"[(6, 1), (157, 1), (194, 1), (207, 1)]"
autorização,"[(6, 1), (106, 1), (108, 1), (151, 1), (172, 1), (185, 1), (211, 1), (224, 1), (226, 3)]"
roubou,"[(6, 1), (116, 1), (216, 1)]"
parceria,"[(6, 1), (7, 1), (21, 2), (29, 1), (47, 1), (86, 1), (115, 2), (120, 1), (133, 2), (239, 1), (242, 1)]"
todas,"[(6, 1), (16, 1), (19, 2), (20, 1), (29, 2), (33, 1), (45, 2), (47, 2), (49, 1), (50, 1), (52, 1), (63, 1), (68, 1), (69, 2), (70, 1), (76, 1), (78, 1), (79, 1), (84, 1), (89, 1), (92, 1), (99, 1), (102, 1), (109, 2), (115, 1), (122, 4), (132, 1), (134, 1), (135, 1), (143, 1), (146, 1), (149, 1), (151, 2), (153, 1), (154, 1), (156, 1), (157, 1), (158, 1), (160, 2), (162, 1), (164, 1), (166, 2), (167, 1), (168, 1), (173, 1), (190, 2), (195, 1), (197, 1), (201, 1), (207, 1), (208, 1), (211, 1), (217, 2), (221, 1), (229, 1), (230, 1), (237, 1), (240, 1), (249, 2)]"
desaparecidas,"[(6, 1), (166, 2), (245, 1), (249, 1)]"
ilegítima,"[(6, 1), (106, 1)]"
incomodasse,"[(6, 1)]"
briga,"[(6, 2), (50, 1), (76, 5), (221, 3), (230, 1)]"
advertindo,"[(6, 1)]"
Esses,"[(6, 1), (7, 1), (63, 1), (64, 1), (69, 2), (102, 1), (125, 1), (137, 2), (139, 1), (159, 1), (172, 1), (173, 1), (174, 1), (201, 3), (211, 1), (221, 1)]"
Depois,"[(6, 4), (7, 1), (8, 1), (10, 1), (24, 1), (34, 1), (41, 1), (47, 3), (54, 1), (61, 1), (62, 1), (74, 2), (90, 1), (93, 1), (102, 2), (105, 1), (109, 2), (112, 1), (115, 1), (120, 1), (121, 1), (122, 1), (123, 1), (126, 1), (130, 1), (131, 1), (138, 1), (143, 1), (162, 1), (172, 1), (175, 1), (181, 1), (184, 1), (185, 1), (189, 1), (192, 1), (197, 3), (200, 1), (217, 1), (227, 1), (231, 1), (239, 1), (242, 1), (243, 1), (244, 1), (249, 2)]"
acabou,"[(6, 1), (7, 2), (28, 1), (29, 1), (36, 1), (74, 1), (103, 1), (109, 1), (112, 1), (119, 2), (129, 1), (135, 2), (162, 1), (164, 3), (170, 1), (175, 1), (180, 1), (201, 1), (202, 1), (206, 1), (217, 1), (219, 1), (224, 2), (248, 1)]"
errada,"[(6, 1), (151, 2)]"
Sul,"[(6, 1), (8, 1), (10, 1), (32, 1), (64, 1), (69, 1), (129, 1), (130, 1), (168, 1), (191, 1), (214, 2), (217, 1), (219, 5), (220, 3), (224, 2), (239, 2)]"
quil,"[(6, 2), (61, 2), (87, 3), (94, 2), (137, 1), (196, 2), (219, 2), (220, 2), (241, 1), (249, 2)]"
respirasse,"[(6, 1)]"
oficiais,"[(6, 1), (56, 1), (57, 1), (65, 1), (86, 1), (95, 1), (105, 1), (208, 2), (223, 1), (224, 1)]"
primeiras,"[(6, 1), (17, 1), (66, 1), (69, 1), (96, 1), (101, 1), (107, 1), (109, 1), (143, 1), (170, 1), (187, 1), (191, 1), (194, 1), (197, 1), (201, 1), (236, 1)]"
início,"[(6, 2), (7, 1), (8, 1), (10, 1), (11, 1), (19, 1), (20, 1), (32, 1), (37, 1), (38, 1), (39, 1), (43, 1), (51, 1), (55, 1), (56, 1), (59, 1), (60, 1), (63, 3), (66, 1), (81, 1), (86, 1), (90, 1), (96, 1), (109, 1), (115, 3), (134, 2), (140, 1), (150, 1), (154, 1), (166, 1), (168, 1), (178, 1), (180, 1), (181, 1), (196, 2), (201, 2), (203, 1), (206, 2), (208, 1), (209, 1), (210, 1), (211, 1), (215, 1), (220, 2), (224, 3), (225, 1), (230, 1), (242, 1), (244, 1), (246, 1)]"
câncer,"[(6, 1), (50, 2), (187, 1), (224, 1)]"
recebia,"[(6, 1), (151, 1), (207, 1)]"
começar,"[(6, 1), (14, 1), (32, 2), (70, 2), (78, 1), (82, 2), (89, 1), (96, 2), (109, 2), (130, 2), (141, 1), (145, 1), (157, 1), (196, 1), (203, 1), (239, 1)]"
peças,"[(6, 1), (60, 2), (94, 1), (118, 1), (165, 1), (175, 1), (177, 1), (181, 1), (188, 4), (193, 1)]"
falsidade,"[(6, 1)]"
Feitosa,"[(6, 1)]"
levavam,"[(6, 1), (184, 1)]"
opulenta,"[(6, 1), (117, 1)]"
Grande,"[(6, 1), (9, 1), (19, 2), (24, 1), (69, 1), (129, 1), (139, 1), (167, 1), (198, 1), (201, 1), (214, 2), (219, 1), (224, 1), (239, 3), (246, 2)]"
bonita,"[(6, 1), (11, 1), (151, 1), (154, 1), (197, 1)]"
Belém,"[(6, 1), (238, 1)]"
suspeitas,"[(6, 2), (66, 1), (151, 1), (181, 1), (202, 1), (204, 2), (207, 1), (247, 1)]"
Brito,"[(6, 1)]"
Parece,"[(6, 1), (45, 2), (65, 1), (163, 1), (166, 1), (183, 1), (223, 1), (238, 1)]"
oficialmente,"[(6, 1), (19, 1), (56, 1), (77, 1), (91, 1), (121, 1), (166, 2), (195, 1), (207, 1), (214, 1), (218, 1), (224, 1), (246, 1)]"
roubadas,"[(6, 1), (188, 1)]"
puras,"[(6, 1), (244, 1)]"
surgiram,"[(6, 1), (66, 1), (181, 1)]"
criou,"[(6, 2), (7, 1), (60, 1), (115, 1), (150, 1), (165, 1), (175, 1), (180, 1), (188, 1), (190, 1), (199, 1), (221, 1), (236, 1)]"
emocionada,"[(6, 1), (145, 1)]"
Pará,"[(6, 1), (148, 1), (151, 3)]"
trocava,"[(6, 1)]"
convalescia,"[(6, 1)]"
Recebia,"[(6, 1)]"
data,"[(6, 2), (17, 1), (39, 1), (82, 4), (90, 3), (91, 1), (94, 1), (100, 3), (103, 2), (114, 1), (120, 1), (131, 1), (151, 1), (162, 2), (166, 2), (169, 1), (172, 4), (177, 1), (183, 1), (189, 1), (195, 1), (200, 2), (208, 4), (228, 1), (229, 4), (230, 2), (238, 2)]"
qual,"[(6, 2), (7, 1), (8, 1), (9, 1), (13, 3), (19, 4), (20, 1), (21, 1), (22, 2), (25, 5), (29, 2), (30, 6), (31, 2), (33, 1), (34, 2), (47, 1), (55, 2), (57, 1), (63, 8), (65, 6), (68, 1), (69, 1), (75, 1), (76, 3), (79, 5), (83, 2), (86, 4), (88, 1), (89, 2), (90, 1), (96, 1), (101, 1), (102, 2), (105, 1), (107, 4), (108, 3), (109, 2), (111, 6), (112, 3), (113, 1), (117, 4), (124, 2), (125, 5), (126, 1), (129, 4), (130, 8), (132, 1), (134, 1), (136, 1), (137, 3), (141, 2), (143, 4), (149, 1), (150, 4), (151, 11), (152, 3), (153, 3), (154, 2), (160, 2), (161, 1), (162, 3), (163, 1), (164, 2), (165, 5), (166, 6), (167, 4), (173, 7), (181, 3), (182, 2), (188, 1), (189, 4), (193, 3), (194, 2), (197, 4), (198, 2), (204, 5), (211, 6), (214, 1), (219, 2), (226, 1), (245, 1), (247, 2), (249, 1)]"
reunidos,"[(6, 1), (16, 1)]"
repreendida,"[(6, 1), (43, 1)]"
salvado,"[(6, 1), (151, 2)]"
nunca,"[(6, 3), (9, 1), (11, 2), (17, 1), (22, 1), (23, 1), (25, 3), (31, 3), (41, 1), (46, 1), (57, 2), (60, 1), (63, 13), (65, 1), (69, 1), (73, 1), (74, 1), (77, 3), (78, 1), (80, 1), (89, 1), (99, 1), (104, 1), (108, 1), (113, 1), (114, 4), (119, 1), (120, 1), (131, 1), (143, 2), (151, 1), (152, 1), (153, 1), (158, 1), (165, 2), (166, 3), (167, 1), (169, 1), (174, 1), (178, 3), (180, 1), (181, 2), (185, 1), (190, 2), (193, 1), (195, 2), (197, 2), (208, 1), (210, 1), (218, 1), (224, 1), (241, 1), (243, 1), (249, 8)]"
datada,"[(6, 1)]"
primos,"[(6, 1), (245, 1)]"
retornam,"[(6, 1)]"
pessoa,"[(6, 6), (13, 2), (14, 1), (15, 1), (25, 1), (30, 4), (31, 4), (41, 1), (60, 5), (63, 9), (66, 5), (69, 13), (80, 3), (92, 1), (108, 2), (112, 3), (117, 3), (130, 2), (147, 1), (150, 2), (154, 2), (156, 3), (166, 15), (171, 1), (177, 1), (178, 3), (181, 3), (183, 2), (189, 5), (193, 1), (195, 4), (197, 6), (202, 2), (207, 4), (214, 1), (217, 15), (218, 1), (224, 2), (237, 2), (239, 3), (240, 5), (249, 5)]"
Flamengo,"[(6, 1), (39, 3), (76, 8), (115, 1), (120, 1), (242, 1)]"
biológica,"[(6, 2)]"
revolucionários,"[(6, 1), (16, 1), (111, 1)]"
Chegou,"[(6, 1), (9, 1), (45, 1), (95, 1), (203, 1), (204, 1), (217, 1), (244, 1)]"
pertence,"[(6, 1), (102, 1), (204, 1)]"
procuraram,"[(6, 2), (179, 1)]"
amigas,"[(6, 1)]"
Costa,"[(6, 1), (38, 2), (42, 1), (122, 1), (133, 1), (183, 2), (206, 2), (214, 1)]"
guerrilheiros,"[(6, 1), (29, 1), (63, 2)]"
sequer,"[(6, 1), (13, 1), (57, 1), (68, 1), (69, 1), (99, 1), (105, 1), (129, 1), (130, 1), (133, 1), (135, 1), (166, 2), (171, 2), (173, 2), (190, 1), (195, 1), (196, 1), (207, 1), (221, 2), (223, 1), (238, 1), (239, 1), (249, 2)]"
Facebook,"[(6, 1), (14, 2), (35, 1), (69, 2), (72, 1), (93, 1), (101, 1), (142, 2), (156, 1), (163, 1), (166, 1), (203, 1), (237, 2)]"
Público,"[(6, 1), (14, 1), (37, 1), (39, 2), (61, 1), (76, 2), (115, 1), (133, 1), (151, 2), (162, 2), (166, 1), (169, 1), (171, 2), (202, 2), (207, 1), (214, 1), (219, 2), (220, 2), (223, 3), (241, 1)]"
território,"[(6, 1), (7, 4), (16, 1), (57, 1), (63, 2), (77, 3), (89, 1), (92, 1), (93, 1), (107, 2), (108, 1), (124, 1), (143, 1), (158, 1), (185, 1), (188, 1), (190, 1), (217, 1), (224, 1), (245, 1), (246, 2), (247, 1), (249, 2)]"
comentados,"[(6, 1)]"
tenho,"[(6, 3), (13, 1), (15, 1), (34, 1), (59, 1), (60, 2), (69, 1), (151, 1), (158, 1), (165, 1), (170, 1), (180, 1), (183, 2), (184, 1), (195, 1), (208, 1), (211, 2), (215, 2), (217, 1), (228, 1)]"
esteve,"[(6, 1), (22, 1), (39, 1), (55, 1), (63, 1), (67, 1), (77, 1), (80, 1), (115, 1), (120, 1), (129, 1), (146, 1), (184, 1), (186, 1), (201, 2), (221, 1), (225, 1), (230, 1), (233, 1), (234, 1)]"
aproximada,"[(6, 1), (162, 2), (232, 1)]"
quanto,"[(6, 2), (11, 2), (12, 1), (19, 1), (23, 1), (26, 1), (32, 2), (34, 4), (46, 2), (55, 1), (58, 2), (59, 1), (60, 1), (63, 2), (65, 5), (69, 1), (75, 1), (92, 1), (103, 1), (108, 3), (111, 1), (119, 2), (122, 1), (123, 3), (125, 3), (129, 3), (133, 1), (135, 1), (137, 1), (140, 4), (142, 2), (143, 2), (145, 2), (147, 4), (150, 4), (151, 5), (152, 2), (153, 1), (162, 2), (165, 1), (166, 4), (167, 1), (173, 2), (180, 2), (182, 3), (183, 1), (184, 5), (189, 2), (190, 4), (198, 1), (202, 3), (210, 1), (211, 1), (229, 2), (230, 3)]"
transferido,"[(6, 1)]"
Onze,"[(6, 1), (192, 1)]"
seis,"[(6, 1), (10, 1), (24, 1), (29, 1), (45, 1), (46, 2), (52, 1), (55, 1), (56, 2), (58, 1), (60, 1), (61, 1), (68, 1), (69, 2), (80, 2), (84, 3), (96, 2), (99, 2), (108, 1), (111, 1), (112, 1), (115, 2), (117, 1), (118, 1), (119, 1), (123, 2), (124, 2), (126, 1), (127, 1), (130, 1), (133, 1), (137, 2), (139, 3), (140, 1), (143, 1), (151, 1), (158, 2), (161, 1), (162, 2), (170, 1), (175, 1), (181, 1), (184, 1), (191, 1), (194, 1), (196, 2), (203, 3), (212, 1), (215, 1), (217, 1), (218, 1), (222, 1), (225, 1), (236, 1), (238, 1), (239, 1), (240, 1), (244, 1), (245, 1), (249, 1)]"
respectivamente,"[(6, 1), (24, 1), (115, 1), (142, 2), (144, 1)]"
cama,"[(6, 1), (13, 1), (14, 1), (154, 2), (243, 1)]"
ameaças,"[(6, 1), (23, 2), (24, 1), (83, 1), (88, 1), (138, 1), (151, 1), (158, 1), (166, 1), (173, 2), (185, 1), (197, 1), (214, 4), (217, 1), (230, 1), (248, 1)]"
Bezerra,"[(6, 1)]"
viver,"[(6, 1), (10, 2), (25, 1), (36, 1), (59, 1), (80, 2), (87, 5), (112, 1), (154, 3), (157, 1), (158, 2), (161, 1), (166, 3), (171, 1), (172, 2), (173, 1), (177, 1), (178, 1), (195, 1), (197, 3), (249, 7)]"
nio,"[(6, 2), (7, 2), (17, 1), (47, 5), (88, 1), (115, 1), (162, 2), (180, 1), (187, 1), (188, 7), (191, 1), (204, 1), (207, 2), (217, 1), (235, 1), (241, 2)]"
tinham,"[(6, 1), (7, 3), (11, 1), (16, 2), (22, 1), (52, 1), (59, 2), (63, 2), (65, 3), (79, 1), (86, 1), (94, 1), (95, 1), (107, 1), (108, 1), (109, 1), (112, 1), (113, 1), (123, 1), (124, 1), (151, 2), (162, 1), (181, 1), (184, 3), (185, 1), (189, 2), (195, 1), (197, 1), (202, 1), (208, 1), (211, 2), (230, 2), (234, 1), (239, 1), (241, 1)]"
semelhanças,"[(6, 1), (89, 1), (143, 1), (165, 1)]"
comprovam,"[(6, 1), (204, 1)]"
amado,"[(6, 1), (143, 1)]"
entrei,"[(6, 1)]"
escola,"[(6, 2), (7, 2), (11, 1), (45, 1), (69, 4), (80, 6), (94, 2), (99, 1), (110, 4), (115, 2), (130, 2), (153, 1), (157, 2), (160, 5), (166, 2), (173, 1), (177, 1), (181, 1), (193, 1), (203, 3), (210, 1), (214, 10), (222, 1), (239, 26)]"
Santana,"[(6, 1), (13, 3), (230, 1)]"
Janeiro,"[(6, 4), (12, 1), (39, 1), (43, 1), (50, 3), (76, 2), (115, 1), (120, 1), (149, 1), (151, 2), (162, 3), (191, 1), (199, 2), (202, 2), (204, 2), (205, 1), (206, 1), (207, 5), (208, 1), (217, 1), (224, 1), (242, 1)]"
tentei,"[(6, 1)]"
discussão,"[(6, 1), (29, 1), (39, 1), (89, 1), (213, 1), (216, 2), (220, 1), (221, 2), (225, 2), (235, 1), (242, 1), (248, 2)]"
identidades,"[(6, 1), (151, 2)]"
hostilidade,"[(6, 1), (217, 1)]"
entregues,"[(6, 1), (69, 1), (143, 2), (162, 1)]"
tios,"[(6, 1)]"
relacionadas,"[(6, 1), (60, 2), (148, 1), (203, 1), (217, 1), (221, 2), (226, 1)]"
conseguia,"[(6, 1), (11, 1), (47, 1), (107, 1), (204, 1)]"
debruçou,"[(6, 1), (217, 1)]"
esbarrar,"[(6, 1)]"
busca,"[(6, 4), (29, 1), (36, 1), (49, 1), (57, 2), (74, 1), (98, 1), (102, 1), (114, 3), (116, 1), (117, 1), (118, 1), (133, 1), (153, 1), (168, 1), (185, 3), (190, 3), (201, 1), (208, 1), (209, 1), (221, 3), (232, 1), (244, 1)]"
convenientemente,"[(6, 1), (9, 1), (65, 1)]"
números,"[(6, 1), (11, 1), (41, 1), (65, 1), (87, 1), (123, 1), (127, 1), (133, 1), (135, 1), (138, 1), (140, 1), (147, 1), (166, 1), (172, 1), (205, 1), (217, 2), (236, 5)]"
pistas,"[(6, 1), (7, 1), (30, 1), (34, 1), (36, 1), (37, 1), (176, 1)]"
queria,"[(6, 1), (10, 1), (14, 2), (36, 1), (63, 2), (69, 3), (95, 1), (101, 1), (140, 1), (158, 3), (162, 1), (183, 2), (184, 1), (201, 1), (202, 1), (223, 2), (249, 1)]"
rua,"[(6, 1), (7, 1), (11, 1), (13, 1), (14, 1), (18, 2), (19, 4), (60, 1), (89, 1), (93, 1), (94, 5), (95, 2), (107, 1), (135, 2), (151, 4), (164, 1), (168, 1), (172, 1), (187, 1), (195, 1), (216, 4), (229, 1), (249, 2)]"
relata,"[(6, 4), (65, 1), (195, 1), (198, 1), (217, 5), (249, 2)]"
reservista,"[(6, 1)]"
depressão,"[(6, 1), (195, 1), (239, 1)]"
Argentina,"[(6, 1), (20, 1), (32, 3), (57, 3), (93, 1), (96, 1), (104, 1), (114, 2), (120, 1), (127, 1), (130, 1), (138, 1), (146, 2), (161, 1), (165, 1), (169, 4), (190, 1), (223, 1), (224, 3)]"
cartório,"[(6, 1)]"
previdência,"[(6, 1), (37, 1), (95, 1), (218, 1)]"
secretos,"[(6, 2), (17, 3), (34, 1), (63, 1)]"
nora,"[(6, 1), (104, 1), (226, 1)]"
Comissão,"[(6, 1), (29, 1), (97, 1), (115, 1), (125, 1), (151, 1), (188, 1), (205, 1), (209, 3), (213, 3), (215, 3), (218, 1), (225, 1), (231, 1), (235, 2), (238, 2), (240, 1), (242, 1), (248, 1)]"
dessa,"[(6, 1), (7, 3), (14, 1), (16, 2), (23, 1), (25, 1), (32, 1), (33, 2), (34, 1), (36, 1), (39, 1), (63, 3), (69, 1), (70, 1), (84, 2), (97, 1), (101, 2), (112, 1), (129, 2), (142, 1), (151, 1), (160, 1), (162, 4), (166, 2), (167, 3), (175, 1), (177, 1), (178, 1), (182, 1), (183, 1), (184, 1), (195, 1), (198, 1), (199, 1), (203, 2), (211, 4), (217, 1), (224, 1), (229, 1), (235, 2), (248, 5), (249, 2)]"
marido,"[(6, 2), (46, 1), (83, 1), (109, 4), (112, 2), (114, 2), (146, 1), (187, 1), (216, 1), (249, 37)]"
medo,"[(6, 2), (16, 1), (17, 1), (25, 1), (26, 1), (36, 1), (45, 3), (59, 1), (65, 1), (99, 2), (107, 2), (109, 2), (112, 1), (117, 2), (129, 1), (135, 1), (146, 1), (153, 1), (154, 3), (164, 1), (166, 1), (179, 1), (180, 1), (182, 1), (184, 1), (189, 1), (201, 1), (214, 3), (223, 1), (229, 1), (249, 2)]"
Transamaz,"[(6, 1)]"
haver,"[(6, 1), (7, 1), (32, 3), (75, 1), (86, 1), (89, 2), (122, 1), (124, 2), (129, 1), (137, 1), (167, 1), (173, 1), (211, 2), (214, 1), (240, 1)]"
registrou,"[(6, 1), (28, 1), (98, 1), (125, 1), (138, 1), (142, 1), (169, 2), (214, 1), (230, 1), (240, 1)]"
será,"[(6, 1), (15, 1), (19, 1), (21, 4), (22, 2), (24, 1), (27, 1), (31, 1), (32, 1), (35, 1), (37, 2), (41, 2), (44, 1), (47, 2), (48, 1), (49, 1), (54, 2), (55, 1), (58, 1), (62, 1), (63, 1), (69, 6), (70, 1), (71, 1), (72, 1), (77, 1), (82, 1), (83, 1), (85, 1), (89, 1), (90, 1), (91, 1), (97, 4), (108, 4), (109, 1), (112, 1), (117, 3), (119, 1), (123, 1), (124, 3), (127, 2), (129, 3), (131, 1), (132, 1), (135, 1), (137, 2), (143, 1), (151, 2), (153, 1), (154, 2), (156, 1), (157, 1), (163, 1), (166, 6), (168, 1), (172, 1), (173, 1), (178, 1), (185, 1), (187, 1), (204, 1), (205, 1), (209, 1), (212, 1), (219, 1), (225, 3), (227, 2), (235, 1), (237, 1), (240, 1)]"
terem,"[(6, 2), (36, 1), (109, 2), (114, 1), (119, 1), (123, 1), (124, 1), (151, 1), (156, 1), (157, 2), (161, 1), (166, 1), (169, 1), (179, 1), (185, 1), (197, 1), (217, 1), (238, 1)]"
investigação,"[(6, 3), (7, 1), (40, 2), (52, 1), (65, 1), (66, 4), (84, 1), (104, 1), (106, 1), (143, 1), (145, 1), (151, 3), (175, 1), (181, 4), (204, 5), (214, 1), (216, 1), (230, 1)]"
reuniu,"[(6, 1), (39, 1), (119, 1), (153, 1), (169, 1), (193, 2), (201, 1), (213, 1), (225, 2), (235, 1), (238, 1), (244, 1)]"
velho,"[(6, 1), (9, 1), (10, 1), (14, 1), (69, 1), (92, 1), (99, 1), (143, 1), (151, 2), (158, 1), (189, 2), (243, 1), (244, 1)]"
questionamentos,"[(6, 1), (11, 1), (213, 1), (240, 1)]"
houvesse,"[(6, 1), (25, 1), (26, 1), (63, 2), (81, 1), (162, 1), (209, 1), (210, 1)]"
jornais,"[(6, 1), (16, 1), (102, 1), (138, 1), (140, 1), (167, 1), (170, 1), (172, 1), (185, 2), (193, 1), (211, 3), (229, 1)]"
filhas,"[(6, 2), (109, 1), (140, 2), (195, 1), (196, 1), (206, 1)]"
parecido,"[(6, 2), (25, 1), (53, 1), (63, 3), (166, 2), (181, 1), (182, 1), (215, 1)]"
prostituta,"[(6, 2)]"
prática,"[(6, 1), (29, 2), (37, 1), (78, 1), (83, 1), (88, 1), (112, 1), (115, 1), (129, 1), (148, 1), (153, 2), (164, 1), (173, 1), (196, 1), (198, 1), (207, 3), (221, 1), (225, 1), (249, 1)]"
falaram,"[(6, 1), (217, 1), (223, 1)]"
enviados,"[(6, 1), (97, 1), (99, 1)]"
depositar,"[(6, 1), (158, 1)]"
aprendizado,"[(6, 1)]"
levantou,"[(6, 1), (11, 1), (230, 1)]"
certificado,"[(6, 1), (76, 1)]"
